population_size,iteration_number,run_number,pcrossover,pmutation,control_optimization_horizon,control_implementation_horizon,control_optimization_anticipation,control_type,optimization_aim,flexibility_event_length_max,flexibility_recover_timespan,thermal_stabilization_timespan,minimum_flexibility,flexibility_splits,Alpha_confort,month_subset
55,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,10,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,15,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,20,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,25,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,30,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,35,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,40,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,45,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,50,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,55,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,60,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,65,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,70,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,75,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,80,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,85,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,90,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,95,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
80,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
85,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
90,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
95,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
100,100,8,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
5,5,10,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
10,5,10,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
15,5,10,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
20,5,10,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
25,5,10,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
30,5,10,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
35,5,10,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
40,5,10,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
45,5,10,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
50,5,10,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
55,5,10,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
60,5,10,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
65,5,10,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
70,5,10,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
75,5,10,0,0.15,36,24,0,1,2,4,2,4,1,10,10,0
